,Provider,age_mode,age_median,deceased_sum,Gender_mode,Race_mode,State_mode,County_mode,No_days_admitted_median,No_days_admitted_mode,No_days_ClaimProcessing_median,No_days_ClaimProcessing_mode,AttendingPhysician_mode,RenalDiseaseIndicator_mode,ChronicCond_Alzheimer_median,ChronicCond_Alzheimer_mode,ChronicCond_Cancer_median,ChronicCond_Cancer_mode,ChronicCond_Depression_median,ChronicCond_Depression_mode,ChronicCond_Diabetes_median,ChronicCond_Diabetes_mode,ChronicCond_Heartfailure_median,ChronicCond_Heartfailure_mode,ChronicCond_IschemicHeart_median,ChronicCond_IschemicHeart_mode,ChronicCond_KidneyDisease_median,ChronicCond_KidneyDisease_mode,ChronicCond_ObstrPulmonary_median,ChronicCond_ObstrPulmonary_mode,ChronicCond_Osteoporasis_median,ChronicCond_Osteoporasis_mode,ChronicCond_rheumatoidarthritis_median,ChronicCond_rheumatoidarthritis_mode,ChronicCond_stroke_median,ChronicCond_stroke_mode,NoOfMonths_PartACov_median,NoOfMonths_PartACov_mode,NoOfMonths_PartBCov_median,NoOfMonths_PartBCov_mode,InscClaimAmtReimbursed_sum,InscClaimAmtReimbursed_median,OPAnnualDeductibleAmt_sum,OPAnnualDeductibleAmt_median,OPAnnualReimbursementAmt_sum,OPAnnualReimbursementAmt_median,IPAnnualDeductibleAmt_sum,IPAnnualDeductibleAmt_median,IPAnnualReimbursementAmt_sum,IPAnnualReimbursementAmt_median,DeductibleAmtPaid_sum,DeductibleAmtPaid_median,OperatingPhysician_mode,OtherPhysician_mode,no_of_service_provided,PotentialFraud
2185,PRV51369,67.0,74.0,2067,0,1,5,470,1.0,1.0,0.0,0.0,PHY347064,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,601910,80,1599810,400,5484960,1290,974356,0,8924170,0,6280.0,0.0,['PHY383481'],['PHY347064'],2083,Yes
2186,PRV52433,74.0,75.0,85,0,1,11,902,1.0,1.0,0.0,0.0,PHY392914,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,22060,80,57190,300,185430,920,22728,0,231040,0,170.0,0.0,['PHY392914'],['PHY431214'],85,No
2187,PRV55554,66.0,73.0,77,0,1,36,610,1.0,1.0,0.0,0.0,PHY320752,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,16180,65,47150,295,159010,1180,30972,0,404570,0,0.0,0.0,['PHY320752'],['PHY320752'],78,No
2188,PRV51836,67.0,74.0,1788,0,1,6,150,1.0,1.0,0.0,0.0,PHY433436,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,505000,80,984850,340,3702170,1200,632312,0,6272350,0,5250.0,0.0,['PHY433436'],['PHY313818'],1794,Yes
2189,PRV56248,68.0,72.0,930,0,1,42,310,1.0,1.0,0.0,0.0,PHY422043,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,283190,80,546860,360,2255730,1320,567080,0,4523670,0,2290.0,0.0,['PHY422043'],['PHY422043'],934,No
2190,PRV55238,68.0,73.0,101,0,1,34,400,1.0,1.0,0.0,0.0,PHY407014,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,39250,70,66860,350,253600,1120,44856,0,450140,0,480.0,0.0,"['PHY320654', 'PHY407014']",['PHY407014'],101,No
2191,PRV52395,72.0,73.0,906,0,1,11,470,1.0,1.0,0.0,0.0,PHY389847,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,268430,80,649060,365,2256360,1240,412072,0,3521610,0,3080.0,0.0,['PHY389847'],['PHY341001'],912,No
2192,PRV52399,68.0,72.0,433,0,1,11,370,1.0,1.0,0.0,0.0,PHY379935,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,118800,70,262170,350,910880,1245,262172,0,2066190,0,1150.0,0.0,['PHY379935'],['PHY379935'],434,No
2193,PRV52450,66.0,72.5,298,0,1,11,470,1.0,1.0,0.0,0.0,PHY362735,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,81540,70,209880,335,751330,1275,150092,0,1081780,0,590.0,0.0,['PHY362735'],['PHY362735'],298,No
2194,PRV52437,70.0,74.0,43,0,1,11,832,1.0,1.0,0.0,0.0,PHY364946,0,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,11050,60,18150,290,67400,1610,30304,0,305960,0,40.0,0.0,['PHY364946'],['PHY364946'],43,No
2195,PRV51504,75.0,75.0,127,0,1,5,60,1.0,1.0,0.0,0.0,PHY324188,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,35290,90,79340,330,274530,1160,47924,0,422380,0,440.0,0.0,"['PHY324188', 'PHY343002', 'PHY347498']",['PHY326747'],128,No
2196,PRV55239,70.0,74.0,158,0,1,10,150,1.0,1.0,0.0,0.0,PHY324910,0,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,49540,80,129910,480,389120,1370,88440,0,920640,0,690.0,0.0,"['PHY374545', 'PHY419546']",['PHY324910'],161,No
2197,PRV52652,69.0,74.0,732,0,1,14,250,1.0,1.0,0.0,0.0,PHY357307,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,190560,80,543640,400,1799110,1240,360556,0,3201400,0,2290.0,0.0,['PHY357307'],[],743,Yes
2198,PRV52220,66.0,69.5,12,0,1,10,280,1.0,1.0,0.0,0.0,PHY411116,0,1.5,1,2.0,2,1.0,1,1.0,1,1.0,1,1.0,1,2.0,2,1.0,1,1.5,1,1.0,1,2.0,2,12,12,12.0,12,2200,60,9580,665,23990,1345,9612,0,87290,0,0.0,0.0,['PHY411116'],"['PHY411116', 'PHY422825']",12,No
2199,PRV52487,67.0,73.0,177,0,3,12,20,1.0,1.0,0.0,0.0,PHY332810,0,2.0,2,2.0,2,2.0,2,1.0,1,2.0,2,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,51030,90,109340,340,335960,1150,80100,0,789530,0,1120.0,0.0,['PHY332810'],['PHY332810'],177,No
2200,PRV52488,71.0,73.0,181,0,3,12,20,1.0,1.0,0.0,0.0,PHY389249,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,44710,80,92400,330,338630,1140,83304,0,812810,0,640.0,0.0,['PHY332810'],['PHY389249'],183,No
2201,PRV54642,76.0,78.0,48,0,1,3,70,1.0,1.0,0.0,0.0,PHY313674,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,14110,100,37720,340,153030,1200,19224,0,180400,0,240.0,0.0,['PHY342172'],['PHY368211'],49,No
2202,PRV51926,72.0,74.0,32,0,1,6,340,1.0,1.0,0.0,0.0,PHY319575,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,13870,85,21918,315,101490,2205,14952,0,113740,0,140.0,0.0,"['PHY350209', 'PHY379623']",['PHY379623'],32,No
2203,PRV51921,84.0,80.0,70,1,1,6,350,1.0,1.0,0.0,0.0,PHY399929,0,2.0,2,2.0,2,2.0,2,1.0,1,2.0,2,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,19290,90,50708,560,251570,1480,9612,0,155600,0,170.0,0.0,['PHY399929'],['PHY399929'],70,No
2204,PRV51911,66.0,74.0,92,0,1,6,500,1.0,1.0,0.0,0.0,PHY401319,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,25540,80,64478,530,196130,1210,38312,0,479780,0,210.0,0.0,['PHY401319'],['PHY401319'],93,No
2205,PRV54539,66.0,75.0,69,1,1,27,310,1.0,1.0,0.0,0.0,PHY368880,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,18130,60,30980,260,114480,920,35244,0,290270,0,310.0,0.0,"['PHY356363', 'PHY368880']",['PHY368880'],69,No
2206,PRV54511,72.0,73.0,32,0,1,27,140,1.0,1.0,0.0,0.0,PHY403906,0,2.0,2,2.0,2,2.0,2,1.0,1,2.0,2,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,8690,80,12800,310,38860,525,37496,0,221630,0,0.0,0.0,"['PHY330383', 'PHY333752', 'PHY403906']","['PHY383919', 'PHY403906', 'PHY415397']",32,No
2207,PRV57159,75.0,75.0,228,0,1,47,90,1.0,1.0,0.0,0.0,PHY364398,0,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,62310,75,118800,300,382800,850,80400,0,875660,0,1230.0,0.0,['PHY364398'],['PHY364398'],228,No
2208,PRV51967,83.0,80.0,56,0,1,7,10,1.0,1.0,0.0,0.0,PHY407454,0,2.0,2,2.0,2,2.0,2,1.0,1,2.0,2,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,16830,80,37090,370,121170,1190,26700,0,317610,0,180.0,0.0,['PHY348790'],['PHY407454'],57,No
2209,PRV52839,69.0,70.0,33,0,1,15,550,1.0,1.0,0.0,0.0,PHY374266,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,12290,100,27500,430,118630,1430,20292,0,177930,0,390.0,0.0,"['PHY359462', 'PHY386426', 'PHY410825', 'PHY423242']","['PHY324926', 'PHY344139', 'PHY390203', 'PHY417697']",33,No
2210,PRV53359,68.0,73.0,211,0,1,18,550,1.0,1.0,0.0,0.0,PHY421103,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,57150,80,150800,370,568010,1170,100780,0,844370,0,420.0,0.0,"['PHY332183', 'PHY421103']",['PHY421103'],213,No
2211,PRV53335,68.0,72.0,379,0,1,18,550,1.0,1.0,0.0,0.0,PHY359750,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,114030,80,278420,370,934310,1140,206812,0,1603280,0,1460.0,0.0,['PHY320280'],['PHY359750'],381,No
2212,PRV53352,68.0,72.0,285,0,1,18,550,1.0,1.0,0.0,0.0,PHY324335,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,92300,80,206830,355,710560,1430,108576,0,706190,0,870.0,0.0,['PHY324335'],['PHY324335'],288,No
2213,PRV51156,73.0,73.0,541,0,1,3,60,1.0,1.0,0.0,0.0,PHY388358,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,140640,70,363760,320,1274980,1050,258012,0,2576860,0,1720.0,0.0,['PHY315424'],['PHY315424'],542,No
2214,PRV51204,66.0,72.0,494,0,1,3,60,1.0,1.0,0.0,0.0,PHY360271,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,155180,70,344240,310,1217280,1070,277328,0,2409350,0,600.0,0.0,['PHY360271'],['PHY348872'],499,No
2215,PRV51143,73.0,73.0,76,1,1,3,80,1.0,1.0,0.0,0.0,PHY423766,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,20450,80,35970,310,120800,970,34176,0,349820,0,350.0,0.0,['PHY425553'],['PHY425553'],77,No
2216,PRV51141,73.0,73.0,71,1,1,3,110,1.0,1.0,0.0,0.0,PHY385204,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,19490,100,28930,380,95650,970,21360,0,323100,0,170.0,0.0,['PHY325072'],['PHY385204'],71,No
2217,PRV55865,74.0,74.0,321,0,1,38,190,1.0,1.0,0.0,0.0,PHY373682,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,91750,80,171790,330,685820,1570,126688,0,919500,0,890.0,0.0,['PHY373682'],['PHY373682'],325,No
2218,PRV52665,80.0,75.0,596,0,1,14,250,1.0,1.0,0.0,0.0,PHY382012,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,146130,70,396080,330,1336210,1320,298768,0,2529870,0,1930.0,0.0,"['PHY360865', 'PHY410702']",['PHY323807'],607,No
2219,PRV53700,67.0,75.0,912,0,1,21,10,1.0,1.0,0.0,0.0,PHY375943,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,220320,70,477620,330,1511740,1070,514028,0,4488660,0,2180.0,0.0,['PHY375943'],['PHY375943'],913,No
2220,PRV53900,71.0,74.0,785,0,1,23,600,1.0,1.0,0.0,0.0,PHY391158,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,201850,70,525830,400,1734620,1230,386552,0,2961480,0,2670.0,0.0,['PHY317695'],['PHY391459'],789,Yes
2221,PRV54273,75.0,75.0,234,0,1,25,170,1.0,1.0,0.0,0.0,PHY330940,0,1.0,1,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,72020,80,142320,420,508780,1090,88644,0,652090,0,930.0,0.0,['PHY330940'],['PHY338160'],234,No
2222,PRV54238,81.0,73.0,345,0,1,25,330,1.0,1.0,0.0,0.0,PHY371507,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,92890,80,223090,440,783130,1150,192240,0,1935090,0,900.0,0.0,"['PHY371507', 'PHY432603']",['PHY371507'],348,No
2223,PRV54261,78.0,77.0,75,0,1,25,370,1.0,1.0,0.0,0.0,PHY329500,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,25490,100,43960,260,172960,1090,21360,0,242360,0,380.0,0.0,"['PHY311409', 'PHY316703', 'PHY318991', 'PHY319036', 'PHY319539', 'PHY322039', 'PHY329500', 'PHY361605', 'PHY396795', 'PHY401580']","['PHY329385', 'PHY354681', 'PHY388741']",75,No
2224,PRV53526,68.0,68.0,60,0,1,19,220,1.0,1.0,0.0,0.0,PHY369675,0,2.0,2,2.0,2,1.0,1,1.0,1,2.0,2,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,18440,100,39360,620,158840,1875,23496,0,149000,0,80.0,0.0,['PHY369675'],['PHY369675'],60,No
2225,PRV56433,67.0,73.0,120,0,1,44,200,1.0,1.0,0.0,0.0,PHY384865,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,39510,60,88330,270,306780,1110,51128,0,434650,0,460.0,0.0,"['PHY312374', 'PHY331181', 'PHY339128', 'PHY349669', 'PHY350212', 'PHY364121', 'PHY365013', 'PHY366051', 'PHY384112', 'PHY389081', 'PHY392552', 'PHY398885', 'PHY415307', 'PHY418889', 'PHY426509']","['PHY403936', 'PHY418889']",121,No
2226,PRV56536,83.0,75.0,64,0,1,44,361,1.0,1.0,0.0,0.0,PHY372621,0,2.0,2,2.0,2,1.0,1,1.0,1,2.0,2,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,17500,90,28900,340,95770,1150,22428,0,147490,0,90.0,0.0,['PHY372621'],['PHY372621'],65,No
2227,PRV56448,70.0,71.0,579,0,1,44,780,1.0,1.0,0.0,0.0,PHY360179,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,198950,80,445840,380,1551190,1215,249912,0,2823760,0,2260.0,0.0,['PHY360179'],[],584,No
2228,PRV55220,67.0,72.0,100,0,1,34,400,1.0,1.0,0.0,0.0,PHY407220,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,23280,85,53540,380,208680,1170,37380,0,338380,0,220.0,0.0,"['PHY323180', 'PHY407220', 'PHY423354']",['PHY407220'],102,No
2229,PRV53993,67.0,74.0,201,0,1,23,790,1.0,1.0,0.0,0.0,PHY363675,0,1.0,1,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,53770,80,133880,270,468600,930,83964,0,795270,0,560.0,0.0,['PHY363675'],['PHY363675'],201,No
2230,PRV53912,66.0,76.0,66,1,1,15,440,1.0,1.0,0.0,0.0,PHY415123,0,2.0,2,2.0,2,2.0,2,1.0,1,2.0,2,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,16820,80,49520,350,168060,1115,26564,0,181430,0,210.0,0.0,['PHY415123'],"['PHY344811', 'PHY366742', 'PHY393564', 'PHY399927', 'PHY401464']",66,No
2231,PRV53974,75.0,74.0,67,0,1,23,380,1.0,1.0,0.0,0.0,PHY351507,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,12950,70,38750,240,127960,930,22428,0,213840,0,60.0,0.0,"['PHY354769', 'PHY420213']",['PHY409497'],67,No
2232,PRV52720,68.0,72.0,50,0,1,14,986,1.0,1.0,0.0,0.0,PHY429378,0,2.0,2,2.0,2,1.0,1,1.0,1,2.0,2,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,15050,90,27210,295,100860,1430,16020,0,161950,0,80.0,0.0,['PHY429378'],['PHY429378'],50,No
2233,PRV51129,79.0,72.5,96,0,1,2,10,1.0,1.0,0.0,0.0,PHY346496,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,22920,85,56450,200,244510,1340,42720,0,426220,0,480.0,0.0,['PHY346496'],['PHY418801'],96,No
2234,PRV52702,89.0,78.5,28,0,1,14,990,1.0,1.0,0.0,0.0,PHY413916,0,1.0,1,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,1.0,1,2.0,2,2.0,2,12,12,12.0,12,6750,65,17470,400,64290,1185,20292,0,212950,0,40.0,0.0,['PHY428254'],['PHY376593'],28,No
2235,PRV52568,89.0,75.0,87,1,1,14,990,1.0,1.0,0.0,0.0,PHY382658,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,1.0,1,2.0,2,2.0,2,12,12,12.0,12,25730,70,67170,490,200300,1300,55536,0,390660,0,430.0,0.0,"['PHY382658', 'PHY382930', 'PHY433339']",['PHY412326'],87,No
2236,PRV52727,89.0,86.0,12,0,1,14,990,1.0,1.0,0.0,0.0,PHY388072,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,2650,100,8540,355,34550,2770,1068,0,4500,0,50.0,0.0,['PHY388072'],['PHY388072'],12,No
2237,PRV54907,69.0,75.0,168,0,1,33,370,1.0,1.0,0.0,0.0,PHY399276,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,59920,80,130990,405,512550,1905,80100,0,585810,0,520.0,0.0,['PHY313613'],['PHY412898'],170,No
2238,PRV55108,69.0,75.0,220,0,1,33,370,1.0,1.0,0.0,0.0,PHY413566,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,63340,80,135930,440,422410,1280,116412,0,1185180,0,610.0,0.0,['PHY378484'],['PHY413566'],223,No
2239,PRV53229,68.0,71.0,139,0,1,17,40,1.0,1.0,0.0,0.0,PHY413029,0,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,29840,70,70530,380,245710,850,98256,0,1285600,0,350.0,0.0,['PHY413029'],['PHY413029'],139,No
2240,PRV54685,74.0,76.0,144,0,1,5,200,1.0,1.0,0.0,0.0,PHY431992,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,40150,70,110520,360,417200,1480,61944,0,616720,0,260.0,0.0,"['PHY313805', 'PHY328130', 'PHY359141', 'PHY431992']","['PHY311355', 'PHY359141']",145,No
2241,PRV55984,79.0,75.0,390,0,1,39,560,1.0,1.0,0.0,0.0,PHY325805,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,126120,80,274510,380,955130,1270,211080,0,1701530,0,830.0,0.0,['PHY325805'],['PHY325805'],392,No
2242,PRV53806,67.0,72.0,171,0,1,10,70,1.0,1.0,0.0,0.0,PHY344069,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,50270,90,177406,390,631080,1230,79692,0,752010,0,550.0,0.0,['PHY344069'],['PHY344069'],173,No
2243,PRV57529,79.0,75.0,294,0,1,52,420,1.0,1.0,0.0,0.0,PHY433915,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,75340,70,194730,400,553850,1120,82236,0,759030,0,400.0,0.0,['PHY433915'],['PHY401661'],295,No
2244,PRV52069,80.0,77.5,88,0,1,10,100,1.0,1.0,0.0,0.0,PHY363591,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,22280,80,64648,480,261710,1120,34176,0,397540,0,280.0,0.0,['PHY370991'],['PHY317257'],88,No
2245,PRV54695,75.0,77.0,53,0,1,10,40,1.0,1.0,0.0,0.0,PHY358324,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,15750,80,44570,390,183340,1300,19224,0,222410,0,260.0,0.0,['PHY332469'],"['PHY320795', 'PHY332469', 'PHY423702']",53,No
2246,PRV54939,83.0,75.0,1371,0,1,33,370,1.0,1.0,0.0,0.0,PHY419403,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,407800,80,872040,360,3169200,1190,598830,0,5886330,0,3520.0,0.0,"['PHY338297', 'PHY419403']",['PHY419403'],1380,Yes
2247,PRV53664,79.0,75.0,131,1,1,20,70,1.0,1.0,0.0,0.0,PHY344773,0,2.0,2,2.0,2,1.5,1,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,59730,90,124130,450,462110,1180,103012,0,524800,0,20.0,0.0,['PHY344773'],['PHY344773'],132,No
2248,PRV57332,66.0,74.0,97,0,1,50,20,1.0,1.0,0.0,0.0,PHY374202,0,2.0,2,2.0,2,2.0,2,1.0,1,2.0,2,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,22560,80,57200,300,190540,995,34176,0,367440,0,180.0,0.0,['PHY423451'],"['PHY384915', 'PHY423451']",98,No
2249,PRV52980,80.0,75.0,598,0,1,16,160,1.0,1.0,0.0,0.0,PHY356444,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,142660,80,339730,360,967180,1100,222076,0,2397920,0,1330.0,0.0,['PHY356444'],['PHY356444'],601,No
2250,PRV55525,74.0,74.0,911,1,1,36,480,1.0,1.0,0.0,0.0,PHY415621,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,294250,80,729200,430,2456900,1450,437748,0,4119990,0,2920.0,0.0,['PHY415621'],['PHY415621'],933,No
2251,PRV53670,70.0,75.0,1168,0,1,21,20,1.0,1.0,0.0,0.0,PHY312018,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,322450,70,703830,340,2607830,1160,535744,0,5396110,0,3360.0,0.0,['PHY312018'],['PHY312018'],1173,Yes
2252,PRV53672,67.0,74.0,480,0,1,21,20,1.0,1.0,0.0,0.0,PHY359821,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,142060,80,327620,340,1212980,1380,225560,0,2435280,0,990.0,0.0,['PHY423886'],['PHY423886'],487,No
2253,PRV53689,66.0,75.0,554,0,1,21,20,1.0,1.0,0.0,0.0,PHY419379,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,178130,80,375860,320,1464120,1340,242384,0,2394370,0,2090.0,0.0,['PHY406323'],['PHY419379'],561,No
